Age,Gender,Monthly_Income,Occupation,City,Marital_Status,Owns_Vehicle,Vehicle_Type_Owned,Usage_Frequency,Primary_Use,Importance_Attributes,Preferred_Brands,Aware_Subscription,Willingness_Subscribe,Subscription_Budget,Motivating_Features,Preferred_Duration,Swap_Valuable,Subscription_Concerns,Hesitation_Reason,Vehicle_Change_Frequency,App_Comfort,Uses_Mobility_Apps,Expected_App_Features,NPS_Score
50,Female,68463,Other,Knightfurt,Single,Yes,Luxury,Daily,Commute,"Sustainability, Tech Features, Fuel Type, Comfort, Safety","Audi, Toyota, Tesla",Somewhat,Neutral,17823,"Easy swaps, Digital platform",<3 months,No,"Return process, Insurance",Development natural past more feeling material town.,Rarely,Very Comfortable,Yes,"Easy UI, Live Chat, Offers/Discounts",4.5
21,Male,75275,Student,Johnsonhaven,Single,No,Sedan,Weekends only,"Leisure, Other","Fuel Type, Safety, Tech Features","Kia, BMW, Toyota",Somewhat,Unlikely,15720,"Insurance included, Roadside assistance",6-12 months,Yes,Support,Present glass behind wall fire which while best.,Once a year,Not Comfortable,Yes,"Model Filters, Offers/Discounts",3.3
18,Female,58443,Other,South Mary,Married,No,Luxury,Few times a week,Other,"Fuel Type, Model Variety, Safety, Comfort, Sustainability",Hyundai,Somewhat,Very Likely,7185,"Monthly flexibility, No down payment, Roadside assistance",<3 months,Yes,"Insurance, Condition of vehicle, Support",Born back executive system site beyond.,Rarely,Not Comfortable,No,Ratings,4.3
25,Prefer not to say,36802,Working Professional,Foxton,Married,Yes,SUV,Rarely,Commute,"Comfort, Model Variety, Safety, Tech Features","Maruti, Audi",No,Neutral,18625,"Monthly flexibility, No down payment",>1 year,No,"Availability, Support",Wind might other their soon.,I don’t care,Not Comfortable,Yes,Model Filters,2.3
31,Female,79805,Retired,Port Robertmouth,Single,No,Sedan,Few times a week,Travel,"Model Variety, Brand, Tech Features",Maruti,Yes,Neutral,13249,Digital platform,3-6 months,Yes,"Return process, Availability",Easy cell choice boy also sell product exactly season tonight.,Rarely,Very Comfortable,Yes,Live Chat,5.0
34,Female,42035,Retired,Lopezview,Married,Yes,Hatchback,Rarely,"Family, Commute",Comfort,"Honda, Other, Audi",Yes,Likely,18855,"Digital platform, Roadside assistance",6-12 months,No,"Insurance, Condition of vehicle",Simply feel full born remain.,Every 2-3 years,Somewhat,Yes,"Live Chat, Swap History",3.4
29,Male,44972,Freelancer,North Courtney,Single,Yes,Sedan,Rarely,"Other, Travel, Business",Tech Features,"Honda, Other, Audi",No,Likely,9926,Monthly flexibility,6-12 months,Not Sure,"Return process, Condition of vehicle",Together shake statement herself style.,Rarely,Not Comfortable,No,"Model Filters, Ratings",4.3
35,Female,55135,Business Owner,West Sydneytown,Married,Yes,SUV,Weekends only,"Business, Commute, Travel","Sustainability, Safety","Toyota, BMW, Honda",Somewhat,Likely,10371,Roadside assistance,3-6 months,Not Sure,"Insurance, Condition of vehicle",Risk effort month sit school young hundred drug.,Every 2-3 years,Somewhat,No,Offers/Discounts,4.3
19,Female,73312,Student,Port Charlotte,Single,No,Hatchback,Rarely,"Travel, Business, Commute","Comfort, Brand, Fuel Type, Safety","Tata, Maruti",No,Unlikely,16258,Insurance included,3-6 months,Yes,"Availability, Condition of vehicle",Growth window pick child family score analysis guess particularly about.,Rarely,Somewhat,Yes,Offers/Discounts,1.6
46,Male,62809,Student,East Richard,Single,Yes,EV,Few times a week,Travel,"Sustainability, Tech Features, Model Variety, Brand, Fuel Type","Maruti, Hyundai",Somewhat,Neutral,9517,"Insurance included, Digital platform",>1 year,Yes,"Condition of vehicle, Cost, Return process",Back mean close million necessary.,Every 2-3 years,Neutral,No,Model Filters,5.0
31,Male,56222,Freelancer,West Ryan,Married,Yes,SUV,Rarely,"Family, Travel, Other","Tech Features, Fuel Type","Maruti, Tesla",Somewhat,Neutral,13625,"Insurance included, Roadside assistance",>1 year,Yes,"Support, Cost",Fear first such score member drug marriage.,Every 2-3 years,Neutral,Yes,"Live Chat, Easy UI, Offers/Discounts",3.1
43,Female,56949,Freelancer,West Carol,Single,Yes,Hatchback,Weekends only,Travel,"Sustainability, Brand, Fuel Type",Tata,Yes,Likely,8949,Digital platform,3-6 months,No,"Trust, Cost",Knowledge it employee establish.,Every 2-3 years,Somewhat,Yes,"Model Filters, Easy UI",4.2
35,Female,50652,Business Owner,Michellemouth,Married,No,Other,Daily,"Other, Business, Leisure","Safety, Sustainability, Fuel Type","Audi, Honda",Yes,Likely,13043,Digital platform,3-6 months,Yes,Cost,Enjoy example soldier wish project item.,Once a year,Neutral,No,"Ratings, Live Chat",2.3
36,Female,58372,Other,Martintown,Single,Yes,Luxury,Few times a week,Commute,Brand,"Other, Toyota, Maruti",Yes,Unlikely,14840,No down payment,3-6 months,Yes,"Availability, Insurance",Personal ahead huge music prevent indicate month.,Rarely,Neutral,Yes,"Offers/Discounts, Ratings",3.4
37,Female,12056,Business Owner,Tammytown,Single,Yes,Sedan,Few times a week,"Leisure, Other, Travel","Fuel Type, Comfort, Safety",Honda,Yes,Likely,15076,No down payment,3-6 months,Yes,"Return process, Condition of vehicle",Service best improve student color pass.,Rarely,Somewhat,No,"Live Chat, Ratings, Offers/Discounts",4.4
36,Female,45550,Retired,South Timothyborough,Married,Yes,Hatchback,Weekends only,"Travel, Family, Other","Brand, Model Variety, Tech Features, Fuel Type, Safety",Kia,No,Neutral,13176,No down payment,6-12 months,Yes,Return process,Her play start left know responsibility discussion.,I don’t care,Very Comfortable,Yes,"Live Chat, Swap History, Ratings",2.7
38,Female,53619,Other,Timburgh,Single,No,Sedan,Weekends only,"Business, Commute","Comfort, Brand, Model Variety, Sustainability",Honda,Somewhat,Neutral,16666,"Monthly flexibility, Easy swaps, No down payment",>1 year,Yes,"Insurance, Return process, Condition of vehicle",View ball operation special occur born.,I don’t care,Neutral,Yes,"Live Chat, Ratings",2.8
45,Male,32734,Working Professional,Mortonfurt,Single,No,Luxury,Weekends only,"Business, Other","Tech Features, Comfort","Tata, Toyota",No,Likely,15738,"No down payment, Monthly flexibility, Easy swaps",3-6 months,Yes,"Return process, Condition of vehicle",Tend skill finish dog nation.,I don’t care,Neutral,No,Live Chat,4.2
33,Male,55794,Business Owner,Reginamouth,Single,Yes,Hatchback,Weekends only,"Leisure, Other, Family","Fuel Type, Comfort, Tech Features, Brand, Sustainability","Honda, Tata, Other",No,Likely,14553,"Digital platform, Roadside assistance, Insurance included",3-6 months,No,Condition of vehicle,Day perhaps east high maybe imagine.,Rarely,Very Comfortable,No,"Model Filters, Easy UI",3.8
39,Male,46932,Freelancer,Gardnerbury,Married,Yes,EV,Few times a week,"Commute, Other, Travel","Safety, Tech Features, Fuel Type",Tata,Yes,Very Likely,11870,"No down payment, Easy swaps",6-12 months,Yes,"Return process, Cost",Western wide event government dark peace resource this.,Once a year,Very Comfortable,Yes,Easy UI,4.4
31,Female,76332,Other,North Vincentberg,Divorced,No,Other,Daily,"Business, Other","Safety, Brand, Model Variety, Fuel Type, Sustainability","Hyundai, Maruti",Yes,Very Likely,20341,"Digital platform, Monthly flexibility, Roadside assistance",<3 months,Yes,"Support, Return process",More tend total piece drug kid.,Every 2-3 years,Very Comfortable,Yes,"Swap History, Offers/Discounts, Easy UI",3.6
46,Female,73595,Business Owner,Lake Benjamin,Other,Yes,Other,Rarely,"Business, Commute, Travel",Model Variety,"Tata, BMW, Hyundai",No,Unlikely,16931,Easy swaps,3-6 months,Not Sure,"Insurance, Return process, Support",Describe whatever must only close among camera.,Rarely,Somewhat,No,"Ratings, Offers/Discounts, Live Chat",4.8
25,Female,43012,Student,Hartchester,Single,No,SUV,Rarely,"Leisure, Commute, Business","Sustainability, Brand, Fuel Type","Honda, Kia",Yes,Likely,9819,Monthly flexibility,6-12 months,Not Sure,"Cost, Condition of vehicle, Trust",Organization push own blue instead every man offer bag national.,Once a year,Very Comfortable,Yes,"Swap History, Easy UI",3.3
50,Male,47737,Working Professional,Rodriguezchester,Single,No,Hatchback,Daily,"Other, Family","Tech Features, Safety, Model Variety, Comfort","Honda, Toyota",Yes,Very Likely,18244,"Monthly flexibility, Insurance included, Digital platform",6-12 months,Yes,Insurance,Significant player than dinner exist soldier open.,Once a year,Somewhat,No,"Ratings, Model Filters",4.7
31,Female,48890,Retired,South Lisaland,Single,Yes,Luxury,Daily,"Commute, Travel, Other","Safety, Brand","Tata, Tesla",No,Unlikely,19377,"No down payment, Digital platform, Easy swaps",<3 months,Yes,Condition of vehicle,Compare discussion recently then military no like but kind.,Rarely,Not Comfortable,No,Model Filters,2.9
18,Female,43225,Student,West Anthonyside,Married,Yes,Hatchback,Daily,Leisure,"Tech Features, Fuel Type, Brand","BMW, Hyundai, Tesla",Yes,Very Likely,14592,"Digital platform, Insurance included, Roadside assistance",>1 year,No,"Cost, Availability, Support",Season eight herself identify drug ok body sure discussion.,Every 2-3 years,Not Comfortable,Yes,"Offers/Discounts, Model Filters",3.3
33,Female,52925,Student,Matthewschester,Single,Yes,Sedan,Weekends only,"Travel, Business, Family","Comfort, Brand, Sustainability",Tata,Somewhat,Neutral,14924,"Monthly flexibility, Easy swaps, Insurance included",>1 year,Yes,"Trust, Availability",For offer product ahead religious production team nice pay place former.,Once a year,Very Comfortable,Yes,"Live Chat, Model Filters",4.9
25,Female,38625,Working Professional,East Reneeton,Divorced,Yes,Two-Wheeler,Few times a week,Commute,"Fuel Type, Comfort",Honda,Yes,Likely,4705,"Digital platform, No down payment",>1 year,Yes,"Availability, Return process",Listen glass law then floor face senior.,Rarely,Very Comfortable,Yes,"Swap History, Ratings, Model Filters",3.4
40,Male,33040,Retired,Raymondfort,Single,Yes,Hatchback,Few times a week,"Family, Travel, Commute","Model Variety, Safety, Fuel Type","BMW, Toyota, Tesla",Yes,Very Likely,10782,Easy swaps,3-6 months,Yes,"Insurance, Condition of vehicle",Investment outside training on soon computer third.,Every 2-3 years,Not Comfortable,Yes,Easy UI,2.6
25,Female,59340,Freelancer,Dodsonhaven,Other,Yes,Other,Few times a week,Family,"Brand, Fuel Type","BMW, Honda, Maruti",Yes,Likely,19218,"Roadside assistance, Easy swaps",>1 year,Yes,"Support, Cost, Trust",Throw live important myself animal small already cover goal also.,I don’t care,Somewhat,No,Ratings,5.0
27,Male,59442,Other,Danielsburgh,Married,Yes,Other,Weekends only,Leisure,Sustainability,"Other, Honda, Kia",Yes,Very Likely,11086,Digital platform,3-6 months,Yes,Trust,Person half not east increase manage also only central citizen.,Once a year,Somewhat,No,"Ratings, Offers/Discounts",4.0
18,Male,37935,Retired,Bellbury,Married,Yes,Other,Few times a week,"Leisure, Business, Commute","Brand, Comfort",Toyota,No,Unlikely,14200,"Roadside assistance, Monthly flexibility",3-6 months,Not Sure,"Condition of vehicle, Return process, Support",Truth staff join unit event phone type college during tax.,Once a year,Very Comfortable,Yes,"Offers/Discounts, Ratings",4.6
27,Female,63430,Business Owner,Jacksonbury,Single,Yes,EV,Weekends only,"Leisure, Travel","Brand, Comfort, Safety, Model Variety, Sustainability",Maruti,No,Neutral,10706,Easy swaps,6-12 months,No,"Cost, Condition of vehicle",Such throughout choose open watch foot too begin member standard.,Rarely,Very Comfortable,Yes,"Model Filters, Ratings",1.3
18,Female,40526,Student,South Mary,Single,Yes,Hatchback,Few times a week,Travel,"Comfort, Tech Features, Safety","Kia, Tata, Audi",No,Very Likely,16154,"No down payment, Easy swaps",>1 year,Yes,Cost,Against defense around many while use wall.,Rarely,Very Comfortable,Yes,Ratings,5.0
18,Female,53797,Business Owner,Kellymouth,Single,No,SUV,Daily,"Other, Travel","Sustainability, Fuel Type, Model Variety",Hyundai,No,Likely,16968,"No down payment, Insurance included, Monthly flexibility",>1 year,Yes,Availability,Along produce million speak professional man former our artist.,Every 2-3 years,Not Comfortable,Yes,Model Filters,5.0
39,Female,62305,Freelancer,Port Rachelton,Single,Yes,Hatchback,Rarely,"Business, Leisure",Sustainability,"Other, Hyundai",Yes,Likely,17102,"Insurance included, No down payment",>1 year,No,Condition of vehicle,Pick participant nice much nothing.,I don’t care,Neutral,Yes,Offers/Discounts,5.0
39,Female,300000,Business Owner,Hahnhaven,Single,No,Two-Wheeler,Rarely,"Other, Commute, Family","Tech Features, Model Variety, Sustainability, Brand, Safety",Tesla,No,Very Likely,60000,"Easy swaps, Roadside assistance",3-6 months,Yes,"Cost, Insurance, Availability",Buy wife green lose well want teacher loss world try.,I don’t care,Very Comfortable,Yes,Swap History,5.0
36,Female,300000,Retired,Ruthside,Married,Yes,Other,Weekends only,Commute,"Tech Features, Safety, Brand, Sustainability","Tesla, Toyota",Yes,Likely,60000,No down payment,3-6 months,Yes,"Condition of vehicle, Support, Insurance",State one theory shoulder team trial speak perform available.,Rarely,Somewhat,Yes,"Easy UI, Swap History",3.5
22,Female,300000,Business Owner,Port Coletown,Single,Yes,Sedan,Few times a week,"Leisure, Commute","Brand, Tech Features, Safety","Tesla, Audi",Yes,Neutral,60000,Insurance included,>1 year,No,"Trust, Cost, Insurance",Pattern operation various another use miss sit lawyer tonight institution.,Rarely,Neutral,No,"Ratings, Offers/Discounts",4.3
31,Male,300000,Freelancer,Mitchellmouth,Married,No,Other,Rarely,"Travel, Other",Fuel Type,Toyota,No,Unlikely,60000,"Monthly flexibility, Easy swaps, Insurance included",3-6 months,Not Sure,"Support, Return process",Month design body them although sea its north opportunity reason.,Every 2-3 years,Somewhat,Yes,Live Chat,4.6
31,Male,300000,Freelancer,Kellyborough,Married,Yes,Hatchback,Daily,"Business, Family, Commute","Brand, Sustainability, Safety, Fuel Type","Toyota, Tesla, Audi",Somewhat,Likely,60000,No down payment,3-6 months,Yes,"Condition of vehicle, Support, Availability",Bit piece citizen health live case many real win.,Rarely,Neutral,No,"Swap History, Live Chat",3.2
20,Male,300000,Freelancer,East Christystad,Single,Yes,EV,Daily,"Family, Business, Travel",Safety,"Audi, Other, Kia",No,Unlikely,60000,Monthly flexibility,<3 months,Not Sure,"Availability, Trust",War less recent change become however seem similar house.,Every 2-3 years,Not Comfortable,No,"Ratings, Easy UI, Offers/Discounts",3.9
47,Male,300000,Retired,Margaretland,Divorced,Yes,Luxury,Daily,Family,"Tech Features, Model Variety, Fuel Type","BMW, Maruti, Honda",Yes,Unlikely,60000,"Monthly flexibility, Roadside assistance, Insurance included",<3 months,Yes,Return process,Health best wife six stay moment person everybody around significant.,Every 2-3 years,Neutral,Yes,Swap History,2.8
40,Male,300000,Freelancer,East Alexandrahaven,Single,Yes,Hatchback,Weekends only,"Business, Other, Leisure","Model Variety, Fuel Type",Honda,Yes,Likely,60000,"Monthly flexibility, Insurance included, Digital platform",>1 year,Yes,Return process,Them response him study region.,I don’t care,Somewhat,Yes,"Model Filters, Swap History",3.5
29,Male,300000,Student,Dennishaven,Single,Yes,Hatchback,Weekends only,"Travel, Business, Commute","Safety, Fuel Type, Comfort","Honda, BMW",Somewhat,Unlikely,60000,"Roadside assistance, Monthly flexibility, Insurance included",>1 year,Yes,"Availability, Return process, Condition of vehicle",Family unit day onto visit street people game not space.,Every 2-3 years,Neutral,Yes,"Model Filters, Easy UI, Live Chat",5.0
32,Male,300000,Freelancer,East Mary,Single,Yes,SUV,Few times a week,"Family, Leisure, Commute",Fuel Type,Kia,Yes,Unlikely,60000,"No down payment, Monthly flexibility",<3 months,No,"Return process, Cost",Once read suffer apply pressure thus nation focus.,I don’t care,Not Comfortable,Yes,Offers/Discounts,1.9
34,Other,300000,Business Owner,West Eric,Married,Yes,EV,Daily,Family,"Model Variety, Fuel Type","BMW, Tata",Yes,Likely,60000,"Digital platform, Monthly flexibility",3-6 months,Not Sure,"Insurance, Return process, Condition of vehicle",Black whose style easy rich now.,I don’t care,Somewhat,No,"Live Chat, Swap History, Easy UI",5.0
18,Male,300000,Other,North Justin,Single,Yes,Two-Wheeler,Few times a week,Business,Brand,"Kia, Tesla",Yes,Never,60000,"Digital platform, Insurance included, Roadside assistance",3-6 months,No,"Insurance, Cost",Social reason hour various might enough reach set.,I don’t care,Very Comfortable,Yes,Live Chat,2.1
29,Female,300000,Business Owner,Reneebury,Single,Yes,Luxury,Few times a week,"Other, Leisure, Business","Safety, Sustainability, Brand, Model Variety, Fuel Type",Tata,Yes,Likely,60000,Monthly flexibility,6-12 months,Yes,"Condition of vehicle, Insurance",Material remember chair today another professional share decision.,Rarely,Neutral,Yes,Offers/Discounts,4.1
25,Male,300000,Other,Port Mark,Married,Yes,Other,Daily,"Family, Commute","Safety, Fuel Type, Tech Features",Kia,Yes,Likely,60000,"Insurance included, No down payment, Easy swaps",>1 year,Yes,"Availability, Condition of vehicle, Return process",Key certain trouble music direction.,I don’t care,Somewhat,Yes,"Swap History, Easy UI, Ratings",4.2
